student_id,gender,major,admission_type,gpa_year1,gpa_year2,gpa_year3,gpa_year4,total_cumulative_gpa,total_credits_required,failed_courses,academic_warnings,attendance_rate,assignment_submission_rate,extra_activities,financial_state,graduate_on_time,graduate_year,achieved_scholarship
S00207,Female,Financial Technology (Fintech),DirectAdmission,3.82,3.08,3.58,3.93,3.6,130,0,0,0.83,0.69,0,Average,1,4,0
S00208,Male,Business Administration,EntranceExam,2.2,2.44,2.18,1.57,2.1,120,2,0,1,0.93,1,Stable,1,4,0
S00209,Male,Notary Relations,EntranceExam,3.22,2.21,2.82,3.33,2.9,125,0,0,0.86,0.76,3,Average,1,4,0
S00210,Female,Automation,EntranceExam,2.72,2.97,3.58,3.15,3.1,140,0,0,0.85,0.72,0,Stable,1,4,0
S00211,Male,Automation,DirectAdmission,3.22,3.08,2.08,3.46,2.96,140,0,1,0.84,0.78,1,Average,1,4,0
S00212,Male,Multimedia Communication,EntranceExam,2.94,3.28,4,3.4,3.4,125,0,0,0.98,0.8,1,Average,1,4,1
S00213,Male,Information Security,EntranceExam,1.86,2.58,2.27,2.25,2.24,130,4,0,0.9,0.72,1,Stable,0,5,0
S00214,Male,Financial Technology (Fintech),EntranceExam,2.23,1.82,1.57,2.26,1.97,130,1,0,0.82,0.85,3,Stable,0,7,0
S00215,Female,Journalism,EntranceExam,2.04,2.43,2.56,2.84,2.47,120,2,0,0.81,0.73,0,Stable,0,7,1
S00216,Female,Multimedia Communication,DirectAdmission,3.02,2.88,2.74,2.67,2.83,125,0,0,0.95,0.85,0,Stable,1,4,1
S00217,Male,Marketing,EntranceExam,3.4,2.88,2.81,2.97,3.02,120,0,0,0.96,0.75,1,Average,1,4,0
S00218,Female,Information Technology,EntranceExam,2.1,1.8,1.98,1.78,1.92,130,8,0,0.83,0.82,2,Stable,0,7,1
S00219,Male,Information Technology,EntranceExam,1.99,2.55,2.92,2.67,2.53,130,3,0,0.79,0.91,2,Stable,0,5,0
S00220,Female,Information Technology,EntranceExam,2.59,1.82,2.47,2.55,2.36,130,6,1,0.72,0.75,3,Stable,0,5,1
S00221,Male,Game Design and Development,EntranceExam,2.85,2.21,2.87,3.68,2.9,140,0,0,0.93,1,2,Stable,1,4,1
S00222,Female,Marketing,DirectAdmission,1.91,2.25,1.6,1.83,1.9,120,2,0,0.86,0.97,0,Stable,1,4,1
S00223,Male,Multimedia Communication,EntranceExam,2.41,2.23,1.79,2.43,2.22,125,1,0,0.95,0.97,0,Stable,1,4,0
S00224,Male,Information Technology,EntranceExam,2.86,3.33,3.16,3.36,3.18,130,0,0,0.94,0.75,1,Average,1,4,1
S00225,Female,Business Administration,EntranceExam,2.9,2.9,2.57,2.24,2.65,120,0,0,0.97,0.9,2,Stable,1,4,1
S00226,Female,Marketing,DirectAdmission,2.74,2.38,2.3,2.7,2.53,120,1,0,0.95,0.86,2,Stable,1,4,1
S00227,Female,Automation,DirectAdmission,2.65,3.55,3.28,3.4,3.22,140,0,0,0.84,0.77,3,Stable,1,4,0
S00228,Female,Game Design and Development,EntranceExam,2.56,3.11,3.13,3.09,2.97,140,0,0,0.89,0.81,3,Stable,1,4,1
S00229,Female,Game Design and Development,EntranceExam,2.4,2.56,2.84,2.79,2.65,140,0,0,0.84,0.81,1,Stable,1,4,1
S00230,Female,Journalism,EntranceExam,1.67,2.31,2.52,2.32,2.2,120,2,0,0.71,0.76,2,Difficult,0,6,1
S00231,Male,Automation,EntranceExam,2.7,3.33,2.98,3.28,3.07,140,0,0,0.84,0.85,4,Stable,1,4,1
S00232,Male,Marketing,EntranceExam,2.62,2.52,2.33,2.31,2.45,120,4,0,0.83,0.72,2,Difficult,0,7,0
S00233,Female,Notary Relations,EntranceExam,1.73,2.37,2.76,2.4,2.32,125,0,0,0.83,0.76,2,Average,0,5,1
S00234,Male,Business Administration,EntranceExam,2.5,2.74,3.5,3.31,3.01,120,0,0,0.97,0.8,0,Stable,1,4,1
S00235,Female,Computer Science,EntranceExam,2.36,2.42,3.41,2.28,2.62,130,3,0,0.8,0.8,1,Difficult,0,6,1
S00236,Female,Artificial Intelligence,EntranceExam,1.97,1.86,1.85,2.81,2.12,130,4,0,1,0.99,4,Average,0,6,1
S00237,Male,Multimedia Technology,DirectAdmission,2.56,2.62,2.28,2.13,2.4,125,0,0,0.89,1,2,Average,1,4,0
S00238,Male,Information Security,EntranceExam,1.57,1.76,1.91,1.19,1.61,130,5,0,0.87,0.92,2,Stable,1,4,0
S00239,Female,Multimedia Communication,EntranceExam,3.02,3.04,2.81,2.42,2.82,125,0,0,0.86,0.62,0,Average,1,4,1
S00240,Female,Accounting,EntranceExam,1.86,1.53,1.51,1.61,1.63,130,5,0,0.94,0.79,3,Stable,0,5,0
S00241,Female,Information Technology,EntranceExam,2.87,2.93,2.8,2.51,2.78,130,0,0,0.93,1,0,Average,1,4,1
S00242,Female,Information Security,EntranceExam,1.37,2.35,1.95,1.8,1.87,130,3,0,1,0.77,2,Stable,0,6,1
S00243,Female,Business Administration,EntranceExam,2.31,2.32,2.82,2.48,2.48,120,2,0,0.8,0.76,0,Average,0,5,1
S00244,Female,Information Technology,EntranceExam,2.52,2.88,3.01,2.99,2.85,130,0,0,0.9,0.81,0,Average,1,4,1
S00245,Male,Marketing,DirectAdmission,1.76,2.34,1.91,1.62,1.91,120,8,0,0.69,0.96,2,Difficult,0,6,0
S00246,Female,Information Technology,EntranceExam,2.19,2.57,2.36,2.35,2.37,130,4,0,0.85,0.89,1,Average,0,5,1
S00247,Male,Artificial Intelligence,EntranceExam,2.43,1.84,2.42,2.01,2.17,130,5,0,0.73,0.89,1,Stable,0,5,0
S00248,Male,Computer Science,DirectAdmission,2.59,2.32,2.58,2.71,2.55,130,4,0,0.7,0.79,0,Average,0,5,0
S00249,Male,Journalism,EntranceExam,2.39,3.01,3.02,2.53,2.74,120,0,0,0.91,0.78,1,Average,1,4,0
S00250,Female,Information Technology,DirectAdmission,1.41,1.91,1.85,1.37,1.64,130,11,0,0.71,0.81,0,Stable,0,5,1
S00251,Male,Artificial Intelligence,DirectAdmission,2.26,2.6,2.11,3.1,2.52,130,1,0,0.8,0.72,4,Average,0,5,0
S00252,Male,Accounting,DirectAdmission,3.98,3.79,3.81,3.9,3.87,130,0,0,0.87,0.86,2,Stable,1,4,1
S00253,Female,Game Design and Development,EntranceExam,2.51,2.66,2.83,2.41,2.6,140,2,0,0.68,0.72,3,Average,0,5,1
S00254,Female,Multimedia Technology,EntranceExam,3.55,3,3.52,3.18,3.31,125,0,0,0.95,1,2,Stable,1,4,1
S00255,Male,Automation,EntranceExam,2.8,2.94,2.48,2.1,2.58,140,0,0,0.93,0.72,1,Stable,1,4,0
S00256,Female,Journalism,DirectAdmission,2.34,2.68,2.78,3.02,2.7,120,0,0,0.94,0.91,2,Average,1,4,1
S00257,Male,Multimedia Technology,EntranceExam,2.73,2.48,2.94,3,2.79,125,0,0,0.99,0.8,1,Stable,1,4,0
S00258,Female,Financial Technology (Fintech),EntranceExam,2.31,2.52,2.1,2.57,2.38,130,4,0,0.88,0.91,3,Difficult,0,5,1
S00259,Female,Multimedia Communication,DirectAdmission,2.49,3.34,2.89,2.9,2.9,125,1,0,0.91,0.71,0,Stable,1,4,1
S00260,Female,Information Security,EntranceExam,1.66,2.04,2.4,2.42,2.13,130,4,0,0.81,0.8,1,Average,0,8,0
S00261,Male,Artificial Intelligence,EntranceExam,2.53,2.95,2.37,2.72,2.64,130,0,0,0.89,0.8,2,Average,1,4,0
S00262,Female,Information Technology,EntranceExam,2.34,2.8,2.33,2.58,2.51,130,0,0,0.93,0.84,0,Average,1,4,1
S00263,Female,E-commerce,DirectAdmission,2.22,2.82,2.66,2.85,2.64,125,1,0,0.85,0.82,2,Average,0,8,1
S00264,Female,Multimedia Technology,EntranceExam,1.62,1.98,1.96,2.12,1.92,125,3,0,0.92,0.8,0,Stable,0,6,1
S00265,Female,Information Technology,EntranceExam,2.02,2.97,2.43,2.44,2.46,130,0,0,0.83,0.92,1,Stable,1,4,1
S00266,Female,Automation,EntranceExam,2.94,2.55,2.51,2.47,2.62,140,2,0,0.65,0.7,1,Difficult,0,7,1
S00267,Male,Information Technology,EntranceExam,3.41,3.09,3.46,3.86,3.46,130,0,0,0.84,0.75,1,Average,1,4,1
S00268,Female,Business Administration,EntranceExam,3.05,2.99,3.14,3.21,3.1,120,0,0,0.8,0.85,0,Stable,1,4,1
S00269,Female,Journalism,DirectAdmission,3.2,3.41,2.83,2.98,3.11,120,0,1,0.93,0.86,0,Average,1,4,0
S00270,Male,Computer Science,EntranceExam,2.29,2.77,2.71,3.07,2.71,130,2,0,0.95,0.84,1,Stable,1,4,0
S00271,Female,Game Design and Development,DirectAdmission,1.26,1.56,1.03,1.25,1.28,140,7,0,0.88,0.85,2,Average,0,6,0
S00272,Female,Game Design and Development,EntranceExam,2.46,2.45,3.05,3.12,2.77,140,0,0,0.84,0.84,1,Stable,1,4,1
S00273,Female,Information Technology,EntranceExam,2.03,1.99,2.21,1.93,2.04,130,1,0,0.75,0.64,2,Stable,0,5,1
S00274,Male,Information Security,EntranceExam,2.44,2.84,2.06,2.08,2.36,130,1,0,0.92,0.7,2,Average,0,5,0
S00275,Male,E-commerce,EntranceExam,3.46,3.39,3.79,4,3.66,125,1,0,0.89,0.89,1,Stable,1,4,1
S00276,Male,Information Technology,EntranceExam,1.69,1.99,2.44,2.15,2.07,130,1,0,0.92,0.88,2,Stable,1,4,0
S00277,Female,Game Design and Development,EntranceExam,1.9,1.98,1.95,1.9,1.93,140,7,1,0.78,0.73,1,Stable,0,5,1
S00278,Male,Marketing,EntranceExam,1.84,1.4,2.3,2.07,1.9,120,3,0,0.69,0.75,1,Difficult,0,6,0
S00279,Female,Accounting,EntranceExam,1.88,2.22,2.59,2.42,2.28,130,3,0,0.87,1,2,Average,0,5,0
S00280,Male,Information Technology,EntranceExam,1.97,2.68,2.15,2.03,2.21,130,2,0,0.83,0.86,2,Stable,1,4,0
S00281,Female,Business Administration,EntranceExam,2.47,2.01,3,2.72,2.55,120,3,0,0.71,0.65,0,Difficult,0,7,1
S00282,Female,Computer Science,DirectAdmission,1.52,1.42,1.48,1.98,1.6,130,2,0,0.92,0.87,0,Average,0,7,1
S00283,Male,Journalism,DirectAdmission,3,2.79,3.58,3.7,3.27,120,0,0,0.84,0.97,2,Stable,1,4,1
S00284,Female,Information Technology,DirectAdmission,2.73,2.94,3.11,2.66,2.86,130,0,0,0.86,0.98,2,Difficult,1,4,1
S00285,Male,Marketing,EntranceExam,2.84,2.98,2.51,2.63,2.74,120,0,0,0.94,0.84,0,Average,1,4,0
S00286,Female,Game Design and Development,EntranceExam,2.52,3.1,2.88,3.5,3,140,0,0,1,1,0,Stable,1,4,0
S00287,Male,Information Security,EntranceExam,1.86,1.51,2.21,2.28,1.96,130,2,0,0.71,0.72,1,Stable,0,8,0
S00288,Male,Artificial Intelligence,DirectAdmission,2.91,2.76,2.83,2.7,2.8,130,0,0,0.93,0.96,1,Stable,1,4,0
S00289,Female,Information Technology,DirectAdmission,3.64,3.42,3.76,4,3.7,130,0,0,0.81,0.67,1,Average,1,4,0
S00290,Male,Automation,EntranceExam,1.68,1.58,1.97,1.61,1.71,140,6,1,0.89,0.81,2,Stable,0,7,0
S00291,Male,Notary Relations,EntranceExam,1.36,1.09,1.67,0.91,1.26,125,3,0,0.81,0.8,3,Difficult,0,6,0
S00292,Male,Accounting,EntranceExam,1.11,0.97,0.76,1.14,0.99,130,5,0,0.91,0.93,2,Stable,0,5,0
S00293,Male,Notary Relations,EntranceExam,2.46,2.8,2.18,2.13,2.39,125,3,0,0.73,0.78,1,Average,0,5,0
S00294,Male,Accounting,EntranceExam,2.23,2.04,2.59,2.7,2.39,130,1,0,0.88,1,1,Stable,1,4,0
S00295,Male,Information Security,EntranceExam,3.01,3.09,2.92,3.03,3.01,130,0,0,0.84,0.86,0,Average,1,4,0
S00296,Male,E-commerce,EntranceExam,2.05,2.15,2.53,1.87,2.15,125,3,0,0.79,0.9,3,Average,0,6,0
S00297,Female,Computer Science,EntranceExam,1.89,2.63,2.91,3.03,2.62,130,0,0,0.82,0.82,2,Stable,1,4,1
S00298,Male,Artificial Intelligence,EntranceExam,2.6,2.78,2.7,2.69,2.69,130,0,0,0.83,0.86,1,Stable,1,4,0
S00299,Female,Automation,EntranceExam,1.49,1.91,1.75,1.66,1.7,140,4,0,0.8,0.66,3,Stable,0,6,0
S00300,Male,Artificial Intelligence,EntranceExam,3.04,3.25,3.77,2.74,3.2,130,0,0,0.86,0.84,2,Average,1,4,1
S00301,Male,Automation,EntranceExam,3.15,3.05,2.97,3.71,3.22,140,0,0,0.91,0.76,1,Stable,1,4,1
S00302,Female,Journalism,EntranceExam,1.62,1.98,2.16,1.88,1.91,120,10,0,0.81,0.92,3,Average,0,7,1
S00303,Male,Accounting,EntranceExam,3.04,3.31,2.63,3.3,3.07,130,0,0,0.97,0.68,1,Average,1,4,0
S00304,Female,Financial Technology (Fintech),EntranceExam,2.87,2.94,2.77,3.34,2.98,130,1,0,0.81,0.72,2,Stable,1,4,1
S00305,Female,Financial Technology (Fintech),EntranceExam,2.11,2.07,1.93,1.65,1.94,130,4,0,0.9,0.94,0,Stable,0,7,0
S00306,Female,Multimedia Technology,EntranceExam,1.96,2.12,2.21,2,2.07,125,3,1,0.8,0.72,1,Stable,0,7,1
S00307,Male,Accounting,DirectAdmission,2.65,2.8,2.56,2.56,2.64,130,0,0,0.77,0.94,0,Difficult,0,5,0
S00308,Female,Financial Technology (Fintech),EntranceExam,2.1,2.37,2.11,2.18,2.19,130,2,0,1,1,0,Stable,1,4,1
S00309,Female,Notary Relations,EntranceExam,2.44,2.69,2.95,2.86,2.74,125,1,0,0.97,0.85,2,Stable,1,4,1
S00310,Male,Business Administration,DirectAdmission,2.23,2.21,2.31,2.14,2.22,120,3,0,0.85,0.91,0,Average,0,7,0
S00311,Female,Artificial Intelligence,EntranceExam,2.41,2.22,2.3,2.09,2.26,130,7,0,0.75,0.68,2,Stable,0,7,1
S00312,Male,Artificial Intelligence,DirectAdmission,2.25,2.25,2.75,2.43,2.42,130,3,0,0.89,0.92,0,Difficult,0,6,0
S00313,Male,Accounting,EntranceExam,2.42,2.75,3.14,2.28,2.65,130,0,0,0.94,0.8,2,Average,1,4,0
S00314,Female,Notary Relations,EntranceExam,1.19,1.42,1.58,1.36,1.39,125,5,0,0.96,0.95,1,Stable,0,8,1
S00315,Female,Information Technology,DirectAdmission,2.9,3.21,3.25,2.79,3.04,130,2,1,0.9,0.83,0,Average,0,5,0
S00316,Male,Information Technology,DirectAdmission,2.78,2.92,2.82,2.98,2.88,130,3,0,0.74,0.71,0,Difficult,0,6,0
S00317,Female,Computer Science,EntranceExam,2.73,2.63,2.59,3.23,2.8,130,2,0,0.73,0.8,1,Average,0,5,0
S00318,Female,Business Administration,EntranceExam,3.51,3.17,3.8,3.4,3.47,120,0,0,0.96,0.85,0,Stable,1,4,0
S00319,Male,Business Administration,EntranceExam,3.13,3.33,2.87,2.89,3.06,120,0,0,0.99,0.85,0,Stable,1,4,0
S00320,Male,Business Administration,EntranceExam,3.26,4,3.04,3.37,3.42,120,0,0,0.94,0.82,0,Stable,1,4,1
S00321,Female,Information Technology,EntranceExam,2.23,2.37,2.37,1.97,2.24,130,0,0,0.93,0.88,0,Stable,1,4,1
S00322,Female,Marketing,DirectAdmission,2.31,2.52,2.23,2.48,2.39,120,3,0,0.77,0.75,3,Average,0,6,1
S00323,Female,Automation,DirectAdmission,3.13,3.29,4,3.48,3.48,140,0,0,0.92,0.65,0,Stable,1,4,0
S00324,Male,E-commerce,EntranceExam,3.32,3.46,3.72,3.88,3.6,125,0,0,0.96,0.96,1,Stable,1,4,1
S00325,Male,Automation,DirectAdmission,2.27,2.5,2.27,2.8,2.46,140,0,0,0.93,0.94,1,Average,1,4,0
S00326,Female,Marketing,EntranceExam,1.83,1.99,1.59,1.89,1.82,120,6,0,0.88,0.77,2,Stable,0,5,1
S00327,Male,Game Design and Development,EntranceExam,1.99,2.17,2.06,2.58,2.2,140,0,0,0.87,0.81,4,Stable,1,4,0
S00328,Female,E-commerce,EntranceExam,2.23,2.96,2.71,1.93,2.46,125,0,0,0.86,0.91,1,Stable,1,4,1
S00329,Male,Artificial Intelligence,EntranceExam,1.68,1.83,1.59,2.07,1.79,130,6,0,0.86,0.91,1,Average,0,6,0
S00330,Female,Artificial Intelligence,EntranceExam,1.19,2.14,2.09,1.99,1.85,130,2,0,0.72,0.96,2,Average,0,7,0
S00331,Male,Artificial Intelligence,DirectAdmission,2.11,2.3,2.33,1.79,2.13,130,0,0,0.8,0.95,0,Average,0,6,0
S00332,Male,Computer Science,EntranceExam,2.53,2.64,2.09,2.25,2.38,130,5,0,0.68,0.68,2,Stable,0,5,0
S00333,Female,Multimedia Technology,EntranceExam,2.03,1.83,1.92,2.22,2,125,2,0,0.87,0.69,0,Average,0,5,1
S00334,Male,Game Design and Development,EntranceExam,2.75,2.53,2.65,2.93,2.72,140,0,0,0.93,0.78,1,Average,1,4,0
S00335,Female,Accounting,EntranceExam,2.4,2.62,2.33,2.33,2.42,130,0,0,0.86,0.95,2,Stable,1,4,1
S00336,Male,Computer Science,EntranceExam,1.86,2.87,2.02,2.01,2.19,130,0,0,0.87,0.88,1,Stable,1,4,0
S00337,Female,Computer Science,EntranceExam,2.27,2.73,2.62,2.98,2.65,130,1,0,0.84,0.78,2,Stable,1,4,1
S00338,Female,Computer Science,EntranceExam,2.39,2.49,1.76,2.22,2.22,130,3,0,0.8,1,3,Stable,1,4,1
S00339,Female,Information Technology,EntranceExam,2.93,2.65,2.7,2.82,2.78,130,0,0,0.93,0.93,2,Stable,1,4,1
S00340,Male,Computer Science,DirectAdmission,2.08,2.82,2.36,3.21,2.62,130,3,0,0.87,0.52,0,Stable,0,7,0
S00341,Male,E-commerce,EntranceExam,1.55,1.97,1.83,1.81,1.79,125,4,0,0.91,0.82,1,Stable,0,5,0
S00342,Female,Information Technology,DirectAdmission,2.99,2.46,2.48,3.07,2.75,130,1,0,0.81,0.88,1,Stable,1,4,1
S00343,Female,Marketing,EntranceExam,2.85,2.8,2.77,2.9,2.83,120,0,0,0.83,0.9,3,Average,1,4,1
S00344,Female,Information Technology,EntranceExam,1.7,1.98,2.23,2.3,2.05,130,0,0,0.86,0.86,3,Stable,1,4,0
S00345,Female,Information Security,EntranceExam,2.96,3.02,3.13,2.66,2.94,130,0,0,0.89,0.76,3,Stable,1,4,1
S00346,Female,Information Technology,EntranceExam,1.86,2.11,1.91,2.67,2.14,130,1,0,0.94,0.75,1,Stable,1,4,0
S00347,Female,Automation,EntranceExam,1.66,2.7,2.44,2.59,2.35,140,3,0,0.78,0.9,0,Average,0,5,1
S00348,Female,Information Security,EntranceExam,1.48,2.04,1.62,2.33,1.87,130,5,0,0.88,0.87,1,Average,0,6,1
S00349,Male,Artificial Intelligence,EntranceExam,2.04,2.37,2.61,2.47,2.37,130,0,0,0.87,0.81,2,Average,1,4,0
S00350,Female,Notary Relations,EntranceExam,2.27,2.13,2.02,2.16,2.14,125,1,0,0.87,0.82,1,Stable,1,4,0
S00351,Female,Multimedia Technology,EntranceExam,1,1.39,0.87,1.51,1.19,125,5,0,0.89,0.79,3,Stable,0,7,0
S00352,Male,Information Technology,DirectAdmission,2.78,2.44,2.36,2.89,2.62,130,1,0,0.82,0.77,1,Difficult,0,5,0
S00353,Female,Business Administration,DirectAdmission,1.71,1.72,2.68,1.95,2.01,120,1,0,0.75,0.71,2,Stable,0,8,0
S00354,Male,Multimedia Communication,EntranceExam,2.79,2.85,2.47,2.38,2.62,125,1,1,0.91,0.89,1,Stable,1,4,0
S00355,Male,Multimedia Technology,EntranceExam,2.28,1.93,2.04,2.23,2.12,125,2,0,0.89,0.83,2,Difficult,0,5,0
S00356,Female,Accounting,EntranceExam,3.04,3.24,3.28,3.05,3.15,130,0,0,0.85,0.68,6,Stable,1,4,0
S00357,Female,Computer Science,EntranceExam,1.94,1.75,1.92,1.98,1.9,130,5,0,0.88,0.83,7,Average,0,5,0
S00358,Male,Marketing,EntranceExam,2.2,2.23,1.68,2.05,2.04,120,4,0,0.83,0.81,3,Average,0,6,0
S00359,Female,Business Administration,DirectAdmission,2.73,2.51,2.99,2.93,2.79,120,0,2,0.89,0.92,0,Stable,1,4,1
S00360,Male,Journalism,EntranceExam,2.42,2.4,2.26,2.12,2.3,120,2,0,0.86,1,1,Average,0,5,0
S00361,Male,Business Administration,EntranceExam,2.53,2.1,2.5,2.73,2.46,120,1,0,0.84,0.91,2,Stable,1,4,0
S00362,Female,Marketing,EntranceExam,3.78,3.56,3.77,3.82,3.73,120,1,0,0.84,0.89,0,Average,1,4,0
S00363,Female,Computer Science,DirectAdmission,2.23,2.35,2.3,2,2.22,130,1,0,0.79,0.7,1,Average,0,6,1
S00364,Male,Notary Relations,EntranceExam,1.52,1.81,1.72,1.35,1.6,125,6,0,0.78,0.69,2,Stable,0,5,0
S00365,Female,Multimedia Communication,EntranceExam,1.75,2.37,2.55,2.44,2.28,125,0,0,0.86,0.99,3,Average,1,4,1
S00366,Male,Artificial Intelligence,DirectAdmission,3.07,3.53,3.42,3.15,3.29,130,0,0,0.69,0.72,2,Difficult,0,8,1
S00367,Female,Computer Science,EntranceExam,2.28,1.88,1.63,1.92,1.93,130,6,2,1,0.93,2,Stable,0,7,1
S00368,Female,Business Administration,EntranceExam,2.6,2.5,2.14,1.97,2.3,120,0,1,0.83,1,2,Stable,1,4,1
S00369,Female,Computer Science,EntranceExam,2.61,2.2,2.81,2.45,2.52,130,1,0,0.83,0.8,6,Stable,1,4,1
S00370,Male,Information Technology,EntranceExam,2.55,3.35,2.28,2.65,2.71,130,0,1,0.94,1,2,Average,1,4,0
S00371,Female,Accounting,EntranceExam,2.34,2.97,2.33,2.49,2.53,130,1,0,0.83,0.8,2,Stable,1,4,1
S00372,Female,Artificial Intelligence,EntranceExam,1.99,2.39,2.07,1.93,2.09,130,2,0,0.8,0.74,4,Stable,0,7,1
S00373,Female,Business Administration,DirectAdmission,1.89,1.96,2.51,1.69,2.01,120,3,0,0.87,0.8,1,Difficult,0,8,0
S00374,Male,Computer Science,DirectAdmission,2.75,2.44,3.08,2.66,2.73,130,0,1,0.91,0.84,4,Stable,1,4,0
S00375,Female,Marketing,EntranceExam,3.4,3.11,3.54,2.68,3.18,120,0,0,0.89,0.85,5,Average,1,4,0
S00376,Male,Artificial Intelligence,EntranceExam,3.44,3.46,2.79,3.37,3.27,130,0,0,0.81,0.72,2,Average,1,4,1
S00377,Male,Game Design and Development,DirectAdmission,3.24,2.82,3.37,3.42,3.21,140,0,0,0.94,0.8,1,Stable,1,4,1
S00378,Female,Journalism,DirectAdmission,1.35,1.91,1.13,1.35,1.44,120,7,0,0.78,0.85,0,Average,0,5,1
S00379,Female,Marketing,DirectAdmission,1.72,2.1,2.19,1.94,1.99,120,7,2,0.8,0.87,0,Difficult,0,5,1
S00380,Male,Game Design and Development,EntranceExam,3.47,3.37,3.39,4,3.56,140,0,0,0.99,0.85,2,Stable,1,4,1
S00381,Male,Notary Relations,EntranceExam,1.32,1.21,1.1,0.89,1.13,125,4,0,0.87,0.88,0,Stable,0,5,0
S00382,Female,Automation,DirectAdmission,1.67,1.87,2.04,2.54,2.03,140,0,0,0.95,0.97,0,Average,1,4,1
S00383,Male,Financial Technology (Fintech),DirectAdmission,1.44,1.9,1.94,2.37,1.91,130,8,1,0.89,0.98,2,Stable,0,5,0
S00384,Male,Multimedia Communication,DirectAdmission,3.05,3.29,3.23,3.45,3.26,125,0,0,0.86,0.76,2,Stable,1,4,1
S00385,Male,E-commerce,EntranceExam,2.84,2.86,2.91,3.11,2.93,125,0,0,0.9,0.82,0,Average,1,4,0
S00386,Male,Multimedia Technology,EntranceExam,2.86,2.62,3.09,2.35,2.73,125,0,0,0.99,0.83,2,Stable,1,4,0
S00387,Female,Business Administration,EntranceExam,2.72,3.41,3.16,3.35,3.16,120,0,0,0.85,0.65,0,Stable,1,4,0
S00388,Male,Marketing,EntranceExam,1.2,2.16,1.8,1.57,1.68,120,5,0,0.9,0.9,1,Stable,0,5,0
S00389,Female,Multimedia Communication,EntranceExam,2.62,2.55,2.06,2.42,2.41,125,2,0,0.82,0.85,2,Average,1,4,0
S00390,Female,Computer Science,EntranceExam,2.5,2.66,2.47,2.17,2.45,130,0,0,0.88,0.75,0,Average,1,4,1
S00391,Male,Information Security,EntranceExam,2.93,3.17,2.81,2.8,2.93,130,0,0,0.92,0.9,4,Stable,1,4,1
S00392,Female,Artificial Intelligence,EntranceExam,2.79,2.22,2.68,2.51,2.55,130,1,0,0.96,0.8,2,Average,1,4,1
S00393,Male,Multimedia Technology,EntranceExam,2.34,2.26,2.75,2.16,2.38,125,1,0,0.82,0.97,1,Stable,1,4,0
S00394,Male,Computer Science,EntranceExam,1.78,1.78,1.92,1.57,1.76,130,2,1,0.68,0.66,2,Difficult,0,7,0
S00395,Female,E-commerce,EntranceExam,2.54,2.19,2.53,2.67,2.48,125,0,0,0.83,0.97,2,Stable,1,4,1
S00396,Male,Artificial Intelligence,EntranceExam,3.48,3.71,3.43,3.75,3.59,130,0,0,0.97,0.85,2,Average,1,4,1
S00397,Female,Financial Technology (Fintech),EntranceExam,2.1,1.61,2.25,2.2,2.04,130,0,0,0.94,1,0,Stable,1,4,1
S00398,Male,E-commerce,DirectAdmission,2.55,2.83,2.75,3.39,2.88,125,0,0,0.99,1,2,Average,1,4,1
S00399,Male,Marketing,EntranceExam,2.46,2.26,2.58,1.54,2.21,120,3,0,0.8,0.89,1,Difficult,0,7,0
S00400,Female,E-commerce,DirectAdmission,2.13,2.54,2,2.4,2.27,125,1,0,0.92,0.94,1,Stable,1,4,0
S00401,Male,Multimedia Technology,EntranceExam,2.05,1.79,1.43,1.06,1.58,125,3,0,0.73,0.77,1,Average,0,6,0
S00402,Male,Computer Science,EntranceExam,2.08,2.46,2.47,2.53,2.38,130,0,0,0.89,0.99,1,Average,1,4,0
S00403,Female,Artificial Intelligence,DirectAdmission,2.11,2.32,2.16,2.48,2.27,130,3,0,0.93,0.87,0,Stable,0,5,1
S00404,Female,Artificial Intelligence,DirectAdmission,2.94,2.93,3.16,3.36,3.1,130,0,0,0.86,0.86,2,Stable,1,4,0
S00405,Male,Information Security,EntranceExam,2.71,2.64,2.45,2.78,2.64,130,1,0,0.87,0.84,1,Stable,1,4,0
S00406,Male,Multimedia Communication,EntranceExam,2.66,2.47,2.49,3.25,2.72,125,1,0,0.82,0.76,1,Stable,1,4,0
S00407,Male,Computer Science,EntranceExam,3.07,3.54,4,3.32,3.48,130,0,0,0.92,0.96,2,Stable,1,4,1
S00408,Female,Automation,EntranceExam,1.48,2.18,2.28,1.29,1.81,140,7,0,0.84,0.72,3,Stable,0,5,0
S00409,Male,Artificial Intelligence,EntranceExam,2.33,2.32,2.67,2.5,2.46,130,2,0,0.96,0.91,2,Stable,1,4,0
S00410,Male,Information Security,DirectAdmission,1.87,2.64,2.31,1.98,2.2,130,2,0,0.94,0.94,2,Stable,1,4,0
S00411,Male,Computer Science,EntranceExam,1.78,1.87,1.94,2.34,1.98,130,1,0,0.94,0.83,1,Stable,1,4,0
S00412,Female,Notary Relations,EntranceExam,2.52,2.37,3.3,3.2,2.85,125,0,0,0.96,0.91,2,Average,1,4,0
S00413,Male,Artificial Intelligence,EntranceExam,2.56,3.29,2.38,2.48,2.68,130,1,0,0.85,0.88,0,Average,0,7,0
S00414,Female,Notary Relations,EntranceExam,2.21,2.92,2.21,2.51,2.46,125,1,1,0.84,1,4,Stable,1,4,1
S00415,Female,Marketing,EntranceExam,2.8,2.88,2.19,2.42,2.57,120,4,0,0.72,0.66,0,Average,0,7,1
